"No.","Time","Source","PHY","Protocol","Length","Delta time (\302\265s end to start)","SN","NESN","More Data","Event counter"
"828","0.764","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","2901\302\265s","","","","0"
"829","0.764","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","239\302\265s","","","","0"
"830","0.765","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"842","0.776","59:51:34:3a:99:17","LE 1M","LE LL","21","539\302\265s","","","","0"
"844","0.777","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","311\302\265s","","","","0"
"845","0.778","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"849","0.781","7c:86:33:7b:0b:6d","LE 1M","LE LL","23","5545\302\265s","","","","0"
"850","0.782","7c:86:33:7b:0b:6d","LE 1M","LE LL","23","737\302\265s","","","","0"
"851","0.783","7c:86:33:7b:0b:6d","LE 1M","LE LL","23","368\302\265s","","","","0"
"852","0.783","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","1309\302\265s","","","","0"
"853","0.784","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"854","0.784","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"855","0.785","7d:1c:43:f0:f1:ab","LE 1M","LE LL","20","4271\302\265s","","","","0"
"856","0.785","7d:1c:43:f0:f1:ab","LE 1M","LE LL","20","737\302\265s","","","","0"
"857","0.786","7d:1c:43:f0:f1:ab","LE 1M","LE LL","20","363\302\265s","","","","0"
"867","0.792","55:01:2a:98:35:1d","LE 1M","LE LL","23","4337\302\265s","","","","0"
"868","0.793","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","4405\302\265s","","","","0"
"869","0.794","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"888","0.806","63:3d:4c:ce:2e:30","LE 1M","LE LL","24","2337\302\265s","","","","0"
"890","0.807","63:3d:4c:ce:2e:30","LE 1M","LE LL","24","367\302\265s","","","","0"
"891","0.807","f1:20:d7:e1:2b:a7","LE 1M","LE LL","14","3302\302\265s","","","","0"
"892","0.808","f1:20:d7:e1:2b:a7","LE 1M","LE LL","14","132\302\265s","","","","0"
"893","0.809","f1:20:d7:e1:2b:a7","LE 1M","LE LL","14","132\302\265s","","","","0"
"897","0.811","f4:20:73:97:58:60","LE 1M","LE LL","14","2078\302\265s","","","","0"
"898","0.811","f4:20:73:97:58:60","LE 1M","LE LL","14","132\302\265s","","","","0"
"899","0.812","f4:20:73:97:58:60","LE 1M","LE LL","14","132\302\265s","","","","0"
"900","0.812","4d:be:63:3e:45:54","LE 1M","LE LL","25","2535\302\265s","","","","0"
"901","0.813","4d:be:63:3e:45:54","LE 1M","LE LL","25","737\302\265s","","","","0"
"902","0.813","4d:be:63:3e:45:54","LE 1M","LE LL","25","368\302\265s","","","","0"
"904","0.816","6e:e6:98:c6:1f:fc","LE 1M","LE LL","23","410\302\265s","","","","0"
"905","0.817","6e:e6:98:c6:1f:fc","LE 1M","LE LL","23","369\302\265s","","","","0"
"910","0.820","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","7589\302\265s","","","","0"
"911","0.821","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"918","0.826","7e:c0:d2:57:a4:a9","LE 1M","LE LL","25","2294\302\265s","","","","0"
"919","0.827","7e:c0:d2:57:a4:a9","LE 1M","LE LL","25","904\302\265s","","","","0"
"920","0.828","7e:c0:d2:57:a4:a9","LE 1M","LE LL","25","368\302\265s","","","","0"
"924","0.831","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","4469\302\265s","","","","0"
"925","0.832","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"926","0.833","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"930","0.835","59:51:34:3a:99:17","LE 1M","LE LL","21","7444\302\265s","","","","0"
"931","0.836","59:51:34:3a:99:17","LE 1M","LE LL","21","356\302\265s","","","","0"
"932","0.836","59:51:34:3a:99:17","LE 1M","LE LL","21","356\302\265s","","","","0"
"942","0.843","7c:89:95:02:84:47","LE 1M","LE LL","24","196\302\265s","","","","0"
"943","0.844","7c:89:95:02:84:47","LE 1M","LE LL","24","736\302\265s","","","","0"
"944","0.845","7c:89:95:02:84:47","LE 1M","LE LL","24","368\302\265s","","","","0"
"948","0.847","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","3494\302\265s","","","","0"
"949","0.847","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"950","0.848","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"955","0.851","55:01:2a:98:35:1d","LE 1M","LE LL","23","1100\302\265s","","","","0"
"956","0.852","55:01:2a:98:35:1d","LE 1M","LE LL","23","517\302\265s","","","","0"
"957","0.852","55:01:2a:98:35:1d","LE 1M","LE LL","23","518\302\265s","","","","0"
"978","0.868","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","6639\302\265s","","","","0"
"979","0.868","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"980","0.869","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"987","0.875","16:79:cc:6c:ea:aa","LE 1M","LE LL","36","2226\302\265s","","","","0"
"993","0.882","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","504\302\265s","","","","0"
"994","0.883","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"995","0.885","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"1002","0.892","7e:c0:d2:57:a4:a9","LE 1M","LE LL","25","3185\302\265s","","","","0"
"1003","0.893","7e:c0:d2:57:a4:a9","LE 1M","LE LL","25","904\302\265s","","","","0"
"1004","0.894","7e:c0:d2:57:a4:a9","LE 1M","LE LL","25","368\302\265s","","","","0"
"1008","0.897","d9:2c:dd:e5:1f:6d","LE 1M","LE LL","14","581\302\265s","","","","0"
"1009","0.898","d9:2c:dd:e5:1f:6d","LE 1M","LE LL","14","132\302\265s","","","","0"
"1010","0.899","d9:2c:dd:e5:1f:6d","LE 1M","LE LL","14","133\302\265s","","","","0"
"1011","0.900","59:51:34:3a:99:17","LE 1M","LE LL","21","1586\302\265s","","","","0"
"1012","0.900","59:51:34:3a:99:17","LE 1M","LE LL","21","356\302\265s","","","","0"
"1013","0.901","59:51:34:3a:99:17","LE 1M","LE LL","21","356\302\265s","","","","0"
"1020","0.908","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","3119\302\265s","","","","0"
"1021","0.909","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"1022","0.909","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"1023","0.910","4d:be:63:3e:45:54","LE 1M","LE LL","25","2911\302\265s","","","","0"
"1024","0.911","4d:be:63:3e:45:54","LE 1M","LE LL","25","737\302\265s","","","","0"
"1025","0.912","4d:be:63:3e:45:54","LE 1M","LE LL","25","368\302\265s","","","","0"
"1032","0.917","59:65:2f:65:e4:21","LE 1M","LE LL","24","955\302\265s","","","","0"
"1035","0.919","ec:d4:18:8a:ae:b0","LE 1M","LE LL","14","8024\302\265s","","","","0"
"1036","0.920","ec:d4:18:8a:ae:b0","LE 1M","LE LL","14","132\302\265s","","","","0"
"1037","0.920","ec:d4:18:8a:ae:b0","LE 1M","LE LL","14","132\302\265s","","","","0"
"1041","0.923","55:01:2a:98:35:1d","LE 1M","LE LL","23","8493\302\265s","","","","0"
"1042","0.923","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","6914\302\265s","","","","0"
"1043","0.924","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"1056","0.934","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","308\302\265s","","","","0"
"1057","0.935","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"1058","0.935","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"1071","0.945","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","7424\302\265s","","","","0"
"1072","0.946","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"1073","0.947","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"1085","0.955","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","9441\302\265s","","","","0"
"1089","0.958","7e:c0:d2:57:a4:a9","LE 1M","LE LL","27","78\302\265s","","","","0"
"1090","0.959","7e:c0:d2:57:a4:a9","LE 1M","LE LL","25","132\302\265s","","","","0"
"1091","0.960","7e:c0:d2:57:a4:a9","LE 1M","LE LL","25","368\302\265s","","","","0"
"1095","0.963","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","734\302\265s","","","","0"
"1096","0.963","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"1097","0.964","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"1098","0.964","59:51:34:3a:99:17","LE 1M","LE LL","21","3734\302\265s","","","","0"
"1099","0.965","59:51:34:3a:99:17","LE 1M","LE LL","21","743\302\265s","","","","0"
"1100","0.965","59:51:34:3a:99:17","LE 1M","LE LL","21","356\302\265s","","","","0"
"1104","0.968","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","324\302\265s","","","","0"
"1105","0.969","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"1106","0.970","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"1107","0.970","7c:86:33:7b:0b:6d","LE 1M","LE LL","23","3248\302\265s","","","","0"
"1117","0.977","7d:1c:43:f0:f1:ab","LE 1M","LE LL","20","654\302\265s","","","","0"
"1118","0.978","7d:1c:43:f0:f1:ab","LE 1M","LE LL","20","363\302\265s","","","","0"
"1122","0.982","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","2335\302\265s","","","","0"
"1123","0.982","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"1124","0.983","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"1129","0.986","55:01:2a:98:35:1d","LE 1M","LE LL","23","318\302\265s","","","","0"
"1130","0.987","55:01:2a:98:35:1d","LE 1M","LE LL","23","518\302\265s","","","","0"
"1131","0.988","55:01:2a:98:35:1d","LE 1M","LE LL","23","518\302\265s","","","","0"
"1133","0.990","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","7413\302\265s","","","","0"
"1140","0.996","63:3d:4c:ce:2e:30","LE 1M","LE LL","24","4151\302\265s","","","","0"
"1141","0.997","63:3d:4c:ce:2e:30","LE 1M","LE LL","24","737\302\265s","","","","0"
"1142","0.998","63:3d:4c:ce:2e:30","LE 1M","LE LL","24","366\302\265s","","","","0"
"1144","0.999","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","1123\302\265s","","","","0"
"1145","0.999","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"1147","1.000","6e:e6:98:c6:1f:fc","LE 1M","LE LL","23","14396\302\265s","","","","0"
"1148","1.002","6e:e6:98:c6:1f:fc","LE 1M","LE LL","23","368\302\265s","","","","0"
"1152","1.006","59:65:2f:65:e4:21","LE 1M","LE LL","24","3131\302\265s","","","","0"
"1153","1.006","59:65:2f:65:e4:21","LE 1M","LE LL","24","736\302\265s","","","","0"
"1171","1.020","4d:be:63:3e:45:54","LE 1M","LE LL","25","132\302\265s","","","","0"
"1172","1.021","4d:be:63:3e:45:54","LE 1M","LE LL","25","368\302\265s","","","","0"
"1176","1.024","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","1711\302\265s","","","","0"
"1177","1.025","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"1178","1.025","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"1185","1.029","7e:c0:d2:57:a4:a9","LE 1M","LE LL","25","11792\302\265s","","","","0"
"1186","1.030","7e:c0:d2:57:a4:a9","LE 1M","LE LL","25","904\302\265s","","","","0"
"1190","1.032","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","1317\302\265s","","","","0"
"1200","1.040","7c:89:95:02:84:47","LE 1M","LE LL","24","1723\302\265s","","","","0"
"1201","1.041","7c:89:95:02:84:47","LE 1M","LE LL","24","736\302\265s","","","","0"
"1202","1.041","7c:89:95:02:84:47","LE 1M","LE LL","24","369\302\265s","","","","0"
"1203","1.042","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","1341\302\265s","","","","0"
"1204","1.042","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"1205","1.043","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"1211","1.047","7d:1c:43:f0:f1:ab","LE 1M","LE LL","20","2160\302\265s","","","","0"
"1215","1.050","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","1575\302\265s","","","","0"
"1216","1.051","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"1217","1.052","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"1230","1.060","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","1406\302\265s","","","","0"
"1231","1.061","55:81:2a:98:35:1d","LE 1M","LE LL","23","241\302\265s","","","","0"
"1232","1.061","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","163\302\265s","","","","0"
"1233","1.062","55:01:2a:98:35:1d","LE 1M","LE LL","23","944\302\265s","","","","0"
"1242","1.068","16:79:cc:6c:ea:aa","LE 1M","LE LL","36","343\302\265s","","","","0"
"1250","1.074","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","1940\302\265s","","","","0"
"1257","1.079","7c:86:33:7b:0b:6d","LE 1M","LE LL","23","1162\302\265s","","","","0"
"1258","1.080","7c:86:33:7b:0b:6d","LE 1M","LE LL","23","737\302\265s","","","","0"
"1259","1.080","7c:86:33:7b:0b:6d","LE 1M","LE LL","23","368\302\265s","","","","0"
"1260","1.081","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","3804\302\265s","","","","0"
"1261","1.082","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"1262","1.082","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"1281","1.102","63:3d:4c:ce:2e:30","LE 1M","LE LL","24","1127\302\265s","","","","0"
"1282","1.103","63:3d:4c:ce:2e:30","LE 1M","LE LL","24","737\302\265s","","","","0"
"1283","1.103","63:3d:4c:ce:2e:30","LE 1M","LE LL","24","737\302\265s","","","","0"
"1284","1.104","59:51:34:3a:99:17","LE 1M","LE LL","21","3702\302\265s","","","","0"
"1285","1.104","59:51:34:3a:99:17","LE 1M","LE LL","21","743\302\265s","","","","0"
"1286","1.105","59:51:34:3a:99:17","LE 1M","LE LL","21","743\302\265s","","","","0"
"1290","1.108","16:79:cc:6c:ea:aa","LE 1M","LE LL","36","354\302\265s","","","","0"
"1293","1.110","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","2513\302\265s","","","","0"
"1294","1.110","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"1295","1.111","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"1296","1.111","6e:e6:98:c6:1f:fc","LE 1M","LE LL","23","2421\302\265s","","","","0"
"1297","1.112","6e:e6:98:c6:1f:fc","LE 1M","LE LL","23","736\302\265s","","","","0"
"1298","1.113","6e:e6:98:c6:1f:fc","LE 1M","LE LL","23","477\302\265s","","","","0"
"1302","1.117","59:65:2f:65:e4:21","LE 1M","LE LL","24","209\302\265s","","","","0"
"1304","1.118","59:65:2f:65:e4:21","LE 1M","LE LL","24","411\302\265s","","","","0"
"1307","1.120","7d:1c:23:f0:f1:ab","LE 1M","LE LL","20","3829\302\265s","","","","0"
"1311","1.122","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","383\302\265s","","","","0"
"1312","1.123","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","237\302\265s","","","","0"
"1313","1.123","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"1320","1.129","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","718\302\265s","","","","0"
"1321","1.129","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","237\302\265s","","","","0"
"1322","1.130","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"1326","1.133","4d:be:63:3e:45:54","LE 1M","LE LL","25","2075\302\265s","","","","0"
"1327","1.134","4d:be:63:3e:45:54","LE 1M","LE LL","25","431\302\265s","","","","0"
"1328","1.134","4d:be:63:3e:45:54","LE 1M","LE LL","25","737\302\265s","","","","0"
"1341","1.143","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","1086\302\265s","","","","0"
"1342","1.144","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","237\302\265s","","","","0"
"1343","1.144","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"1344","1.145","7c:89:95:02:84:47","LE 1M","LE LL","24","3393\302\265s","","","","0"
"1345","1.145","7c:89:95:02:84:47","LE 1M","LE LL","24","737\302\265s","","","","0"
"1346","1.146","7c:89:95:02:84:47","LE 1M","LE LL","24","736\302\265s","","","","0"
"1350","1.150","16:79:cc:6c:ea:aa","LE 1M","LE LL","36","2868\302\265s","","","","0"
"1351","1.151","16:79:cc:6c:ea:aa","LE 1M","LE LL","36","137\302\265s","","","","0"
"1352","1.152","16:79:cc:6c:ea:aa","LE 1M","LE LL","36","136\302\265s","","","","0"
"1355","1.153","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","7082\302\265s","","","","0"
"1365","1.162","59:51:34:3a:99:17","LE 1M","LE LL","21","3155\302\265s","","","","0"
"1366","1.163","59:51:34:3a:99:17","LE 1M","LE LL","21","743\302\265s","","","","0"
"1367","1.164","59:51:34:3a:99:17","LE 1M","LE LL","21","356\302\265s","","","","0"
"1368","1.165","7e:c0:d2:57:a4:a9","LE 1M","LE LL","25","1101\302\265s","","","","0"
"1369","1.165","7e:c0:d2:57:a4:a9","LE 1M","LE LL","25","368\302\265s","","","","0"
"1370","1.166","7e:c0:d2:57:a4:a9","LE 1M","LE LL","25","368\302\265s","","","","0"
"1386","1.178","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","7959\302\265s","","","","0"
"1388","1.179","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"1390","1.180","7c:86:33:7b:0b:6d","LE 1M","LE LL","23","132\302\265s","","","","0"
"1391","1.181","7c:86:33:7b:0b:6d","LE 1M","LE LL","23","737\302\265s","","","","0"
"1400","1.187","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","10369\302\265s","","","","0"
"1404","1.190","c6:db:b1:12:94:d2","LE 1M","LE LL","14","13076\302\265s","","","","0"
"1405","1.191","c6:db:b1:12:94:d2","LE 1M","LE LL","14","132\302\265s","","","","0"
"1406","1.191","c6:db:b1:12:94:d2","LE 1M","LE LL","14","132\302\265s","","","","0"
"1407","1.192","55:01:2a:98:35:1d","LE 1M","LE LL","23","6107\302\265s","","","","0"
"1408","1.192","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","1924\302\265s","","","","0"
"1409","1.193","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"1410","1.193","63:3d:4c:ce:2e:30","LE 1M","LE LL","24","1494\302\265s","","","","0"
"1411","1.194","63:3d:4c:ce:2e:30","LE 1M","LE LL","24","737\302\265s","","","","0"
"1412","1.194","63:3d:4c:ce:2e:30","LE 1M","LE LL","24","366\302\265s","","","","0"
"1422","1.201","c7:67:27:7f:8a:dd","LE 1M","LE LL","14","934\302\265s","","","","0"
"1423","1.202","c7:67:27:7f:8a:dd","LE 1M","LE LL","14","132\302\265s","","","","0"
"1424","1.203","c7:67:27:7f:8a:dd","LE 1M","LE LL","14","132\302\265s","","","","0"
"1440","1.213","16:79:cc:6c:ea:aa","LE 1M","LE LL","36","1773\302\265s","","","","0"
"1442","1.215","16:79:cc:6c:ea:aa","LE 1M","LE LL","36","137\302\265s","","","","0"
"1448","1.219","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","3185\302\265s","","","","0"
"1452","1.221","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","16222\302\265s","","","","0"
"1453","1.222","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"1454","1.222","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"1455","1.223","59:51:34:3a:99:17","LE 1M","LE LL","21","1233\302\265s","","","","0"
"1456","1.225","59:51:34:3a:99:17","LE 1M","LE LL","21","743\302\265s","","","","0"
"1457","1.225","59:51:34:3a:99:17","LE 1M","LE LL","21","743\302\265s","","","","0"
"1458","1.226","7e:c0:d2:57:a4:a9","LE 1M","LE LL","25","3274\302\265s","","","","0"
"1459","1.227","7e:c0:d2:57:a4:a9","LE 1M","LE LL","25","904\302\265s","","","","0"
"1460","1.228","7e:c0:d2:57:a4:a9","LE 1M","LE LL","25","904\302\265s","","","","0"
"1461","1.229","4d:be:63:3e:45:54","LE 1M","LE LL","25","4050\302\265s","","","","0"
"1462","1.229","4d:be:63:3e:45:54","LE 1M","LE LL","25","737\302\265s","","","","0"
"1463","1.230","4d:be:63:3e:45:54","LE 1M","LE LL","25","737\302\265s","","","","0"
"1475","1.239","7d:1c:43:f0:f1:ab","LE 1M","LE LL","20","6703\302\265s","","","","0"
"1481","1.244","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"1490","1.256","16:79:cc:6c:ea:aa","LE 1M","LE LL","36","2343\302\265s","","","","0"
"1491","1.257","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","4950\302\265s","","","","0"
"1492","1.258","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"1493","1.259","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"1494","1.260","55:01:2a:98:35:1d","LE 1M","LE LL","23","5938\302\265s","","","","0"
"1500","1.265","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","720\302\265s","","","","0"
"1501","1.266","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"1502","1.266","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"1513","1.276","7c:86:33:7b:0b:6d","LE 1M","LE LL","23","410\302\265s","","","","0"
"1514","1.277","7c:86:33:7b:0b:6d","LE 1M","LE LL","23","369\302\265s","","","","0"
"1537","1.296","16:79:cc:6e:ea:aa","LE 1M","LE LL","36","136\302\265s","","","","0"
"1538","1.297","16:79:cc:6c:ea:aa","LE 1M","LE LL","36","137\302\265s","","","","0"
"1539","1.297","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","2448\302\265s","","","","0"
"1540","1.298","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"1541","1.298","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"1542","1.299","59:51:34:3a:99:17","LE 1M","LE LL","21","12482\302\265s","","","","0"
"1543","1.300","59:51:34:3a:99:17","LE 1M","LE LL","21","356\302\265s","","","","0"
"1544","1.301","59:51:34:3a:99:17","LE 1M","LE LL","21","743\302\265s","","","","0"
"1548","1.304","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","3096\302\265s","","","","0"
"1549","1.305","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"1550","1.305","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"1551","1.306","7e:c0:d2:57:a4:a9","LE 1M","LE LL","25","545\302\265s","","","","0"
"1552","1.306","7e:c0:d2:57:a4:a9","LE 1M","LE LL","25","368\302\265s","","","","0"
"1553","1.307","7e:c0:d2:57:a4:a9","LE 1M","LE LL","25","368\302\265s","","","","0"
"1554","1.308","59:65:2f:65:e4:21","LE 1M","LE LL","24","3992\302\265s","","","","0"
"1556","1.310","6e:e6:98:c6:1f:fc","LE 1M","LE LL","23","10590\302\265s","","","","0"
"1557","1.310","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","1993\302\265s","","","","0"
"1558","1.311","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"1559","1.311","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"1560","1.312","7d:1c:43:f0:f1:ab","LE 1M","LE LL","20","3037\302\265s","","","","0"
"1569","1.318","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","1041\302\265s","","","","0"
"1570","1.318","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","237\302\265s","","","","0"
"1571","1.319","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"1587","1.332","55:01:2a:98:35:1d","LE 1M","LE LL","23","2312\302\265s","","","","0"
"1590","1.336","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","1759\302\265s","","","","0"
"1591","1.337","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"1592","1.338","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"1593","1.339","16:79:cc:6c:ea:aa","LE 1M","LE LL","36","1372\302\265s","","","","0"
"1599","1.342","7c:89:95:02:84:47","LE 1M","LE LL","24","9529\302\265s","","","","0"
"1600","1.343","7c:89:95:02:84:47","LE 1M","LE LL","24","368\302\265s","","","","0"
"1601","1.344","7c:89:95:02:84:47","LE 1M","LE LL","24","736\302\265s","","","","0"
"1602","1.344","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","3519\302\265s","","","","0"
"1603","1.345","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"1604","1.345","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"1608","1.347","4d:be:63:3e:45:54","LE 1M","LE LL","25","8568\302\265s","","","","0"
"1609","1.348","4d:be:63:3e:45:54","LE 1M","LE LL","25","368\302\265s","","","","0"
"1610","1.349","4d:be:63:3e:45:54","LE 1M","LE LL","25","737\302\265s","","","","0"
"1614","1.354","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","4693\302\265s","","","","0"
"1615","1.355","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","239\302\265s","","","","0"
"1616","1.355","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"1635","1.374","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","2920\302\265s","","","","0"
"1636","1.375","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"1637","1.375","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","239\302\265s","","","","0"
"1650","1.388","59:51:34:3a:99:17","LE 1M","LE LL","21","376\302\265s","","","","0"
"1651","1.388","59:51:34:3a:99:17","LE 1M","LE LL","21","356\302\265s","","","","0"
"1652","1.389","59:51:34:3a:99:17","LE 1M","LE LL","21","743\302\265s","","","","0"
"1656","1.392","16:79:cc:6c:ea:aa","LE 1M","LE LL","36","5430\302\265s","","","","0"
"1657","1.393","16:79:cc:6c:ea:aa","LE 1M","LE LL","36","137\302\265s","","","","0"
